timestamp,fps,latency_ms,ram_usage_percent,cpu_usage_percent,temperature,num_detections
2026-04-05T18:16:29.595,7.66,109.75,78.9,100.0,0.0,0
2026-04-05T18:16:29.708,7.81,105.02,78.9,100.0,0.0,0
2026-04-05T18:16:29.826,7.9,113.6,78.9,84.5,0.0,1
2026-04-05T18:16:29.952,7.96,117.13,78.9,84.5,0.0,1
2026-04-05T18:16:30.066,8.08,107.74,78.9,84.5,0.0,0
2026-04-05T18:16:30.184,8.17,109.95,78.9,84.5,0.0,1
2026-04-05T18:16:30.301,8.24,111.77,78.9,84.4,0.0,2
2026-04-05T18:16:30.435,8.21,125.67,78.9,84.4,0.0,2
2026-04-05T18:16:30.551,8.31,107.71,78.9,84.4,0.0,1
2026-04-05T18:16:30.668,8.39,108.9,78.9,84.4,0.0,2
2026-04-05T18:16:30.785,8.45,111.05,78.7,85.7,0.0,5
2026-04-05T18:16:30.898,8.54,104.63,78.7,85.7,0.0,3
2026-04-05T18:16:31.014,8.6,109.61,78.7,85.7,0.0,4
2026-04-05T18:16:31.132,8.65,109.67,78.7,85.7,0.0,2
2026-04-05T18:16:31.248,8.69,109.68,78.8,83.7,0.0,1
2026-04-05T18:16:31.362,8.76,105.77,78.8,83.7,0.0,3
2026-04-05T18:16:31.477,8.83,105.45,78.8,83.7,0.0,5
2026-04-05T18:16:31.591,8.88,107.57,78.8,83.7,0.0,3
2026-04-05T18:16:31.707,8.92,107.13,78.8,83.7,0.0,3
2026-04-05T18:16:31.823,8.93,110.55,78.7,83.6,0.0,2
2026-04-05T18:16:31.943,8.94,111.42,78.7,83.6,0.0,2
2026-04-05T18:16:32.059,8.97,107.2,78.7,83.6,0.0,3
2026-04-05T18:16:32.171,9.04,103.82,78.7,83.6,0.0,3
2026-04-05T18:16:32.288,9.06,108.24,78.8,80.5,0.0,3
2026-04-05T18:16:32.403,9.07,108.34,78.8,80.5,0.0,3
2026-04-05T18:16:32.520,9.1,107.27,78.8,80.5,0.0,3
2026-04-05T18:16:32.635,9.12,106.94,78.8,80.5,0.0,4
2026-04-05T18:16:32.744,9.18,103.09,78.8,80.5,0.0,3
2026-04-05T18:16:32.865,9.12,115.86,78.7,82.6,0.0,5
2026-04-05T18:16:32.982,9.13,107.76,78.7,82.6,0.0,4
