timestamp,fps,latency_ms,ram_usage_percent,cpu_usage_percent,temperature,num_detections,confidence_score_avg,frame_drop_rate_percent
2026-04-19T14:44:43.346,37.74,26.35,80.7,45.8,0.0,3,0.5595,6.43
2026-04-19T14:44:43.387,37.81,26.0,80.7,45.8,0.0,3,0.5129,6.42
2026-04-19T14:44:43.427,37.77,26.75,80.7,45.8,0.0,4,0.5699,6.41
2026-04-19T14:44:43.469,37.75,26.62,80.7,45.8,0.0,3,0.5211,6.41
2026-04-19T14:44:43.509,37.9,25.45,80.7,45.8,0.0,5,0.5127,6.39
2026-04-19T14:44:43.550,37.86,26.66,80.8,60.5,0.0,4,0.4758,6.38
2026-04-19T14:44:43.591,37.81,26.73,80.8,60.5,0.0,6,0.4012,6.38
2026-04-19T14:44:43.632,37.8,26.52,80.8,60.5,0.0,4,0.4825,6.37
2026-04-19T14:44:43.672,37.91,25.68,80.8,60.5,0.0,3,0.5222,6.35
2026-04-19T14:44:43.714,37.76,27.45,80.8,60.5,0.0,4,0.3697,6.35
2026-04-19T14:44:43.754,37.94,25.22,80.8,60.5,0.0,3,0.4981,6.34
2026-04-19T14:44:43.794,38.02,25.8,80.8,60.5,0.0,5,0.4704,6.32
2026-04-19T14:44:43.836,37.9,27.16,80.8,60.5,0.0,6,0.5167,6.32
2026-04-19T14:44:43.876,38.07,25.17,80.8,60.5,0.0,4,0.4834,6.3
2026-04-19T14:44:43.924,37.01,33.84,80.8,60.5,0.0,4,0.462,6.33
2026-04-19T14:44:43.966,37.11,26.27,80.8,60.5,0.0,2,0.6109,6.33
2026-04-19T14:44:44.007,37.23,26.08,80.8,60.5,0.0,3,0.6264,6.32
2026-04-19T14:44:44.047,37.48,25.09,80.6,52.6,0.0,3,0.6101,6.31
2026-04-19T14:44:44.088,37.53,26.32,80.6,52.6,0.0,3,0.6502,6.3
2026-04-19T14:44:44.129,37.59,26.21,80.6,52.6,0.0,4,0.5623,6.29
2026-04-19T14:44:44.169,37.79,25.15,80.6,52.6,0.0,5,0.6014,6.28
2026-04-19T14:44:44.210,37.85,26.1,80.6,52.6,0.0,4,0.7023,6.27
2026-04-19T14:44:44.251,37.83,26.56,80.6,52.6,0.0,5,0.6158,6.26
2026-04-19T14:44:44.291,38.01,25.18,80.6,52.6,0.0,5,0.6179,6.25
2026-04-19T14:44:44.331,38.09,25.75,80.6,52.6,0.0,5,0.6648,6.24
2026-04-19T14:44:44.371,38.19,25.56,80.6,52.6,0.0,5,0.5395,6.23
2026-04-19T14:44:44.413,38.18,26.26,80.6,52.6,0.0,5,0.5877,6.22
2026-04-19T14:44:44.453,38.22,25.92,80.6,52.6,0.0,7,0.4879,6.21
2026-04-19T14:44:44.494,38.24,26.01,80.6,52.6,0.0,4,0.5148,6.2
2026-04-19T14:44:44.535,38.32,25.6,80.7,44.3,0.0,5,0.538,6.19
2026-04-19T14:44:44.576,38.24,26.65,80.7,44.3,0.0,5,0.6304,6.19
2026-04-19T14:44:44.619,38.0,27.82,80.7,44.3,0.0,5,0.6077,6.19
2026-04-19T14:44:44.662,37.77,27.89,80.7,44.3,0.0,6,0.5407,6.19
2026-04-19T14:44:44.704,37.75,26.59,80.7,44.3,0.0,5,0.5727,6.18
2026-04-19T14:44:44.746,37.56,27.85,80.7,44.3,0.0,6,0.5375,6.18
2026-04-19T14:44:44.789,37.38,27.93,80.7,44.3,0.0,7,0.4295,6.18
2026-04-19T14:44:44.833,37.03,29.23,80.7,44.3,0.0,4,0.5314,6.19
2026-04-19T14:44:44.876,36.81,28.65,80.7,44.3,0.0,3,0.543,6.19
2026-04-19T14:44:44.918,36.88,26.63,80.7,44.3,0.0,4,0.5019,6.19
2026-04-19T14:44:44.962,36.63,28.96,80.7,44.3,0.0,5,0.4463,6.19
2026-04-19T14:44:45.003,36.58,27.67,80.7,44.3,0.0,5,0.5433,6.19
2026-04-19T14:44:45.046,36.49,28.02,80.8,57.3,0.0,6,0.5115,6.19
2026-04-19T14:44:45.087,36.6,26.58,80.8,57.3,0.0,5,0.6351,6.18
2026-04-19T14:44:45.129,36.65,26.94,80.8,57.3,0.0,5,0.6417,6.18
2026-04-19T14:44:45.172,36.6,27.68,80.8,57.3,0.0,5,0.5289,6.18
2026-04-19T14:44:45.214,36.56,27.59,80.8,57.3,0.0,5,0.6056,6.18
2026-04-19T14:44:45.257,36.51,27.74,80.8,57.3,0.0,4,0.6212,6.18
2026-04-19T14:44:45.299,36.52,27.35,80.8,57.3,0.0,5,0.5012,6.18
2026-04-19T14:44:45.342,36.49,27.61,80.8,57.3,0.0,4,0.6129,6.18
2026-04-19T14:44:45.383,36.6,26.59,80.8,57.3,0.0,4,0.569,6.17
2026-04-19T14:44:45.423,36.81,25.74,80.8,57.3,0.0,5,0.5505,6.16
2026-04-19T14:44:45.467,36.93,26.28,80.8,57.3,0.0,5,0.557,6.17
2026-04-19T14:44:45.508,37.07,26.06,80.8,57.3,0.0,4,0.6535,6.16
2026-04-19T14:44:45.547,37.32,25.13,80.9,63.8,0.0,4,0.6836,6.14
2026-04-19T14:44:45.589,37.36,26.51,80.9,63.8,0.0,4,0.6484,6.14
2026-04-19T14:44:45.630,37.39,26.54,80.9,63.8,0.0,4,0.624,6.13
2026-04-19T14:44:45.673,37.27,27.62,80.9,63.8,0.0,5,0.4923,6.13
2026-04-19T14:44:45.714,37.35,26.28,80.9,63.8,0.0,5,0.5221,6.13
2026-04-19T14:44:45.757,37.08,28.72,80.9,63.8,0.0,4,0.5026,6.13
2026-04-19T14:44:45.798,37.24,25.84,80.9,63.8,0.0,2,0.5683,6.12
2026-04-19T14:44:45.842,36.85,29.7,80.9,63.8,0.0,5,0.4749,6.13
2026-04-19T14:44:45.883,37.07,25.51,80.9,63.8,0.0,4,0.4568,6.12
2026-04-19T14:44:45.926,36.9,28.19,80.9,63.8,0.0,4,0.5111,6.12
2026-04-19T14:44:45.968,36.93,26.92,80.9,63.8,0.0,2,0.7607,6.12
2026-04-19T14:44:46.008,37.13,25.6,80.9,63.8,0.0,2,0.7566,6.11
2026-04-19T14:44:46.049,37.18,26.59,80.8,52.2,0.0,2,0.773,6.1
2026-04-19T14:44:46.093,36.87,29.15,80.8,52.2,0.0,2,0.7333,6.1
2026-04-19T14:44:46.135,36.78,27.78,80.8,52.2,0.0,2,0.5519,6.1
2026-04-19T14:44:46.176,36.99,25.63,80.8,52.2,0.0,1,0.5662,6.1
2026-04-19T14:44:46.219,36.83,28.23,80.8,52.2,0.0,1,0.6213,6.1
2026-04-19T14:44:46.263,36.64,28.55,80.8,52.2,0.0,1,0.6658,6.1
2026-04-19T14:44:46.304,36.7,26.86,80.8,52.2,0.0,1,0.6677,6.1
