timestamp,mode,mode_imgsz,mode_skip,fps,latency_ms,ram_usage_percent,cpu_usage_percent,gpu_usage_percent,temperature,num_detections,confidence_score_avg,source_frames_seen,processed_frames,intentional_skips_total,intentional_drop_rate_percent,frame_drop_rate_percent
2026-04-19T15:28:07.105,M1,480,1,54.38,17.37,83.7,73.1,0.0,0.0,5,0.5772,481,343,138,28.69,28.69
2026-04-19T15:28:07.139,M1,480,1,54.47,18.11,83.7,73.1,0.0,0.0,4,0.5787,483,344,139,28.78,28.78
2026-04-19T15:28:07.170,M1,480,1,55.32,15.53,83.7,73.1,0.0,0.0,4,0.6711,485,345,140,28.87,28.87
2026-04-19T15:28:07.204,M1,480,1,55.48,17.56,83.7,73.1,0.0,0.0,3,0.6938,487,346,141,28.95,28.95
2026-04-19T15:28:07.238,M1,480,1,55.67,17.41,83.7,73.1,0.0,0.0,4,0.5503,489,347,142,29.04,29.04
2026-04-19T15:28:07.274,M1,480,1,55.02,20.06,83.7,73.1,0.0,0.0,5,0.5503,491,348,143,29.12,29.12
2026-04-19T15:28:07.307,M1,480,1,55.29,17.31,83.7,73.1,0.0,0.0,4,0.5218,493,349,144,29.21,29.21
2026-04-19T15:28:07.347,M1,480,1,54.36,21.17,83.8,68.3,0.0,0.0,2,0.681,495,350,145,29.29,29.29
2026-04-19T15:28:07.380,M1,480,1,54.8,16.93,83.8,68.3,0.0,0.0,2,0.698,497,351,146,29.38,29.38
2026-04-19T15:28:07.415,M1,480,1,54.53,19.13,83.8,68.3,0.0,0.0,2,0.6619,499,352,147,29.46,29.46
2026-04-19T15:28:07.448,M1,480,1,55.04,16.66,83.8,68.3,0.0,0.0,2,0.5424,501,353,148,29.54,29.54
2026-04-19T15:28:07.481,M1,480,1,55.21,17.59,83.8,68.3,0.0,0.0,2,0.5298,503,354,149,29.62,29.62
2026-04-19T15:28:07.517,M1,480,1,55.02,18.75,83.8,68.3,0.0,0.0,1,0.7184,505,355,150,29.7,29.7
2026-04-19T15:28:07.551,M1,480,1,55.07,18.01,83.8,68.3,0.0,0.0,2,0.5299,507,356,151,29.78,29.78
2026-04-19T15:28:07.584,M1,480,1,55.48,16.81,83.8,68.3,0.0,0.0,1,0.7476,509,357,152,29.86,29.86
2026-04-19T15:28:07.620,M1,480,1,55.02,19.55,83.8,68.3,0.0,0.0,2,0.4767,511,358,153,29.94,29.94
2026-04-19T15:28:07.653,M1,480,1,55.18,17.62,83.8,68.3,0.0,0.0,1,0.8266,513,359,154,30.02,30.02
2026-04-19T15:28:07.689,M1,480,1,54.73,19.63,83.8,68.3,0.0,0.0,1,0.7671,515,360,155,30.1,30.1
2026-04-19T15:28:07.722,M1,480,1,54.78,18.1,83.8,68.3,0.0,0.0,3,0.5156,517,361,156,30.17,30.17
2026-04-19T15:28:07.758,M1,480,1,54.22,20.14,83.8,68.3,0.0,0.0,5,0.4228,519,362,157,30.25,30.25
2026-04-19T15:28:07.792,M1,480,1,54.7,16.81,83.8,68.3,0.0,0.0,4,0.4282,521,363,158,30.33,30.33
2026-04-19T15:28:07.825,M1,480,1,54.94,17.5,83.8,68.3,0.0,0.0,3,0.3953,523,364,159,30.4,30.4
2026-04-19T15:28:07.861,M1,480,1,54.72,18.93,83.7,69.8,0.0,0.0,2,0.5272,525,365,160,30.48,30.48
2026-04-19T15:28:07.894,M1,480,1,55.09,17.04,83.7,69.8,0.0,0.0,3,0.3953,527,366,161,30.55,30.55
2026-04-19T15:28:07.930,M1,480,1,54.69,19.49,83.7,69.8,0.0,0.0,3,0.4964,529,367,162,30.62,30.62
2026-04-19T15:28:07.963,M1,480,1,54.97,17.35,83.7,69.8,0.0,0.0,4,0.4547,531,368,163,30.7,30.7
2026-04-19T15:28:07.997,M1,480,1,55.23,17.35,83.7,69.8,0.0,0.0,4,0.5388,533,369,164,30.77,30.77
2026-04-19T15:28:08.030,M1,480,1,55.33,17.76,83.7,69.8,0.0,0.0,3,0.6309,535,370,165,30.84,30.84
2026-04-19T15:28:08.064,M1,480,1,55.19,18.53,83.7,69.8,0.0,0.0,3,0.5501,537,371,166,30.91,30.91
2026-04-19T15:28:08.098,M1,480,1,54.8,19.42,83.7,69.8,0.0,0.0,3,0.5481,539,372,167,30.98,30.98
2026-04-19T15:28:08.134,M1,480,1,54.52,19.18,83.7,69.8,0.0,0.0,2,0.6448,541,373,168,31.05,31.05
2026-04-19T15:28:08.169,M1,480,1,54.28,19.17,83.7,69.8,0.0,0.0,2,0.6861,543,374,169,31.12,31.12
2026-04-19T15:28:08.207,M1,480,1,53.17,22.24,83.7,69.8,0.0,0.0,2,0.4923,545,375,170,31.19,31.19
2026-04-19T15:28:08.242,M1,480,1,53.51,17.61,83.7,69.8,0.0,0.0,1,0.8077,547,376,171,31.26,31.26
2026-04-19T15:28:08.275,M1,480,1,53.65,18.21,83.7,69.8,0.0,0.0,1,0.8003,549,377,172,31.33,31.33
2026-04-19T15:28:08.309,M1,480,1,54.1,17.08,83.7,69.8,0.0,0.0,2,0.5692,551,378,173,31.4,31.4
2026-04-19T15:28:08.353,M1,480,1,51.44,28.07,83.9,66.5,0.0,0.0,1,0.7151,553,379,174,31.46,31.46
2026-04-19T15:28:08.390,M1,480,1,51.52,19.11,83.9,66.5,0.0,0.0,1,0.75,555,380,175,31.53,31.53
2026-04-19T15:28:08.424,M1,480,1,52.04,17.48,83.9,66.5,0.0,0.0,1,0.7501,557,381,176,31.6,31.6
2026-04-19T15:28:08.465,M1,480,1,51.88,19.8,83.9,66.5,0.0,0.0,1,0.6226,559,382,177,31.66,31.66
2026-04-19T15:28:08.499,M1,480,1,52.24,17.96,83.9,66.5,0.0,0.0,1,0.5656,561,383,178,31.73,31.73
2026-04-19T15:28:08.532,M1,480,1,52.88,16.8,83.9,66.5,0.0,0.0,0,0.0,563,384,179,31.79,31.79
2026-04-19T15:28:08.566,M1,480,1,53.31,17.41,83.9,66.5,0.0,0.0,0,0.0,565,385,180,31.86,31.86
2026-04-19T15:28:08.599,M1,480,1,53.64,17.59,83.9,66.5,0.0,0.0,0,0.0,567,386,181,31.92,31.92
2026-04-19T15:28:08.631,M1,480,1,54.22,16.66,83.9,66.5,0.0,0.0,2,0.3282,569,387,182,31.99,31.99
2026-04-19T15:28:08.664,M1,480,1,54.69,16.85,83.9,66.5,0.0,0.0,0,0.0,571,388,183,32.05,32.05
2026-04-19T15:28:08.697,M1,480,1,54.96,17.4,83.9,66.5,0.0,0.0,2,0.3977,573,389,184,32.11,32.11
2026-04-19T15:28:08.730,M1,480,1,55.48,16.48,83.9,66.5,0.0,0.0,2,0.3578,575,390,185,32.17,32.17
2026-04-19T15:28:08.762,M1,480,1,55.86,16.78,83.9,66.5,0.0,0.0,1,0.4125,577,391,186,32.24,32.24
2026-04-19T15:28:08.795,M1,480,1,56.01,17.44,83.9,66.5,0.0,0.0,4,0.3864,579,392,187,32.3,32.3
2026-04-19T15:28:08.828,M1,480,1,56.31,16.91,83.9,66.5,0.0,0.0,3,0.4168,581,393,188,32.36,32.36
2026-04-19T15:28:08.874,M1,480,1,52.59,30.3,83.9,62.2,0.0,0.0,4,0.4505,583,394,189,32.42,32.42
2026-04-19T15:28:08.908,M1,480,1,53.08,17.27,83.9,62.2,0.0,0.0,4,0.4499,585,395,190,32.48,32.48
2026-04-19T15:28:08.941,M1,480,1,53.68,16.73,83.9,62.2,0.0,0.0,4,0.4288,587,396,191,32.54,32.54
2026-04-19T15:28:08.974,M1,480,1,54.35,16.36,83.9,62.2,0.0,0.0,3,0.5316,589,397,192,32.6,32.6
2026-04-19T15:28:09.009,M1,480,1,54.22,18.84,83.9,62.2,0.0,0.0,4,0.4778,591,398,193,32.66,32.66
2026-04-19T15:28:09.043,M1,480,1,54.48,17.56,83.9,62.2,0.0,0.0,3,0.4327,593,399,194,32.72,32.72
2026-04-19T15:28:09.076,M1,480,1,54.82,17.21,83.9,62.2,0.0,0.0,5,0.5273,595,400,195,32.77,32.77
2026-04-19T15:28:09.113,M1,480,1,54.14,20.54,83.9,62.2,0.0,0.0,6,0.5022,597,401,196,32.83,32.83
2026-04-19T15:28:09.146,M1,480,1,54.47,17.35,83.9,62.2,0.0,0.0,6,0.5041,599,402,197,32.89,32.89
2026-04-19T15:28:09.183,M1,480,1,53.62,21.26,83.9,62.2,0.0,0.0,5,0.5548,601,403,198,32.95,32.95
2026-04-19T15:28:09.217,M1,480,1,53.85,17.88,83.9,62.2,0.0,0.0,7,0.4812,603,404,199,33.0,33.0
2026-04-19T15:28:09.253,M1,480,1,53.33,20.37,83.9,62.2,0.0,0.0,6,0.4834,605,405,200,33.06,33.06
2026-04-19T15:28:09.286,M1,480,1,53.9,16.76,83.9,62.2,0.0,0.0,5,0.5014,607,406,201,33.11,33.11
2026-04-19T15:28:09.323,M1,480,1,53.2,20.98,83.9,62.2,0.0,0.0,5,0.4781,609,407,202,33.17,33.17
2026-04-19T15:28:09.358,M1,480,1,53.32,18.4,83.9,62.2,0.0,0.0,7,0.4715,611,408,203,33.22,33.22
2026-04-19T15:28:09.404,M1,480,1,52.04,23.38,83.9,64.5,0.0,0.0,8,0.486,613,409,204,33.28,33.28
2026-04-19T15:28:09.439,M1,480,1,52.42,17.8,83.9,64.5,0.0,0.0,6,0.557,615,410,205,33.33,33.33
2026-04-19T15:28:09.472,M1,480,1,52.87,17.46,83.9,64.5,0.0,0.0,6,0.5155,617,411,206,33.39,33.39
2026-04-19T15:28:09.506,M1,480,1,53.07,18.18,83.9,64.5,0.0,0.0,5,0.5846,619,412,207,33.44,33.44
2026-04-19T15:28:09.540,M1,480,1,53.29,18.08,83.9,64.5,0.0,0.0,6,0.6051,621,413,208,33.49,33.49
2026-04-19T15:28:09.574,M1,480,1,53.35,18.56,83.9,64.5,0.0,0.0,5,0.4999,623,414,209,33.55,33.55
2026-04-19T15:28:09.608,M1,480,1,53.67,17.61,83.9,64.5,0.0,0.0,5,0.6073,625,415,210,33.6,33.6
2026-04-19T15:28:09.642,M1,480,1,53.99,17.53,83.9,64.5,0.0,0.0,5,0.5184,627,416,211,33.65,33.65
2026-04-19T15:28:09.677,M1,480,1,53.92,18.77,83.9,64.5,0.0,0.0,4,0.5437,629,417,212,33.7,33.7
2026-04-19T15:28:09.711,M1,480,1,54.02,18.2,83.9,64.5,0.0,0.0,4,0.504,631,418,213,33.76,33.76
2026-04-19T15:28:09.745,M1,480,1,54.17,17.98,83.9,64.5,0.0,0.0,3,0.5727,633,419,214,33.81,33.81
2026-04-19T15:28:09.779,M1,480,1,54.32,17.97,83.9,64.5,0.0,0.0,4,0.4232,635,420,215,33.86,33.86
2026-04-19T15:28:09.813,M1,480,1,54.48,17.86,83.9,64.5,0.0,0.0,3,0.5698,637,421,216,33.91,33.91
2026-04-19T15:28:09.847,M1,480,1,54.57,18.04,83.9,64.5,0.0,0.0,3,0.5654,639,422,217,33.96,33.96
2026-04-19T15:28:09.881,M1,480,1,54.5,18.58,83.9,64.5,0.0,0.0,3,0.5352,641,423,218,34.01,34.01
2026-04-19T15:28:09.918,M1,480,1,54.05,19.88,83.9,66.5,0.0,0.0,3,0.4894,643,424,219,34.06,34.06
2026-04-19T15:28:09.953,M1,480,1,54.19,18.01,83.9,66.5,0.0,0.0,4,0.4936,645,425,220,34.11,34.11
2026-04-19T15:28:09.987,M1,480,1,54.51,17.37,83.9,66.5,0.0,0.0,3,0.5409,647,426,221,34.16,34.16
2026-04-19T15:28:10.022,M1,480,1,54.35,18.89,83.9,66.5,0.0,0.0,2,0.593,649,427,222,34.21,34.21
2026-04-19T15:28:10.055,M1,480,1,54.5,17.88,83.9,66.5,0.0,0.0,7,0.4298,651,428,223,34.25,34.25
2026-04-19T15:28:10.089,M1,480,1,54.86,17.16,83.9,66.5,0.0,0.0,5,0.5114,653,429,224,34.3,34.3
2026-04-19T15:28:10.123,M1,480,1,54.95,17.92,83.9,66.5,0.0,0.0,5,0.4644,655,430,225,34.35,34.35
2026-04-19T15:28:10.156,M1,480,1,55.24,17.25,83.9,66.5,0.0,0.0,5,0.4136,657,431,226,34.4,34.4
2026-04-19T15:28:10.191,M1,480,1,55.17,18.32,83.9,66.5,0.0,0.0,3,0.417,659,432,227,34.45,34.45
2026-04-19T15:28:10.227,M1,480,1,54.52,20.3,83.9,66.5,0.0,0.0,5,0.4357,661,433,228,34.49,34.49
2026-04-19T15:28:10.261,M1,480,1,54.64,17.93,83.9,66.5,0.0,0.0,3,0.461,663,434,229,34.54,34.54
2026-04-19T15:28:10.296,M1,480,1,54.47,18.88,83.9,66.5,0.0,0.0,3,0.5068,665,435,230,34.59,34.59
2026-04-19T15:28:10.329,M1,480,1,54.79,17.29,83.9,66.5,0.0,0.0,4,0.4948,667,436,231,34.63,34.63
2026-04-19T15:28:10.363,M1,480,1,54.87,18.0,83.9,66.5,0.0,0.0,3,0.6345,669,437,232,34.68,34.68
2026-04-19T15:28:10.397,M1,480,1,54.96,17.9,83.9,66.5,0.0,0.0,4,0.6126,671,438,233,34.72,34.72
2026-04-19T15:28:10.433,M1,480,1,54.78,18.81,84.0,69.4,0.0,0.0,3,0.7056,673,439,234,34.77,34.77
2026-04-19T15:28:10.470,M1,480,1,54.31,19.82,84.0,69.4,0.0,0.0,4,0.6498,675,440,235,34.81,34.81
2026-04-19T15:28:10.502,M1,480,1,54.8,16.78,84.0,69.4,0.0,0.0,3,0.6402,677,441,236,34.86,34.86
2026-04-19T15:28:10.536,M1,480,1,55.26,16.71,84.0,69.4,0.0,0.0,3,0.6783,679,442,237,34.9,34.9
2026-04-19T15:28:10.568,M1,480,1,55.86,16.17,84.0,69.4,0.0,0.0,2,0.6173,681,443,238,34.95,34.95
2026-04-19T15:28:10.599,M1,480,1,56.51,15.84,84.0,69.4,0.0,0.0,3,0.5646,683,444,239,34.99,34.99
2026-04-19T15:28:10.632,M1,480,1,56.7,17.1,84.0,69.4,0.0,0.0,2,0.4403,685,445,240,35.04,35.04
2026-04-19T15:28:10.665,M1,480,1,56.84,17.2,84.0,69.4,0.0,0.0,3,0.5039,687,446,241,35.08,35.08
2026-04-19T15:28:10.698,M1,480,1,56.99,17.12,84.0,69.4,0.0,0.0,2,0.3002,689,447,242,35.12,35.12
2026-04-19T15:28:10.730,M1,480,1,57.16,17.04,84.0,69.4,0.0,0.0,1,0.253,691,448,243,35.17,35.17
