timestamp,state_cpu_percent,state_ram_percent,state_temperature,state_fps,state_latency_ms,action_imgsz_raw,action_skip_raw,action_imgsz_applied,action_skip_applied,reward,next_state_cpu_percent,next_state_ram_percent,next_state_temperature,next_state_fps,next_state_latency_ms,done
2026-05-08T21:39:42.582,94.2,82.2,0.0,4.115612684620725,242.97718872740697,-0.431748344856169,-0.6995321800184615,352,0.15023390999076924,832.5455365446988,94.2,82.2,0.0,11.209805481661354,89.20761396225357,False
2026-05-08T21:39:43.131,94.2,82.2,0.0,11.209805481661354,89.20761396225357,0.04896756135139224,0.3766975996659383,448,0.6883487998329691,856.6902804946219,83.7,82.1,0.0,13.350233724848305,74.90505564248934,False
2026-05-08T21:39:43.720,83.7,82.1,0.0,13.350233724848305,74.90505564248934,0.33376137773253567,0.23790265067898586,512,0.6189513253394929,828.8449324403545,83.6,82.1,0.0,13.447000628868393,74.36602611984507,False
2026-05-08T21:39:44.217,83.6,82.1,0.0,13.447000628868393,74.36602611984507,-0.25407029396283587,0.4685776095471219,384,0.734288804773561,851.7277792520111,83.6,82.1,0.0,15.645901378989407,63.914502320900574,False
2026-05-08T21:39:44.764,83.6,82.1,0.0,15.645901378989407,63.914502320900574,0.26652333089408287,-0.6287523103525265,512,0.18562384482373673,820.8561997336274,85.7,82.1,0.0,14.725731691515165,67.90834037647114,False
2026-05-08T21:39:45.653,85.7,82.1,0.0,14.725731691515165,67.90834037647114,0.09829735557191976,0.5611417629432895,480,0.7805708814716448,826.7293165256906,94.2,82.0,0.0,13.10300413160173,76.31837630182892,False
2026-05-08T21:39:46.208,94.2,82.0,0.0,13.10300413160173,76.31837630182892,0.08938443797296536,-0.8318129002975416,480,0.08409354985122919,818.8793729613435,87.7,81.9,0.0,13.41449469574986,74.54622948390534,False
2026-05-08T21:39:46.708,87.7,81.9,0.0,13.41449469574986,74.54622948390534,-0.29966612869560727,0.46561527606943676,384,0.7328076380347184,755.8447426815802,85.4,81.9,0.0,15.36955073804197,65.06371051724032,False
2026-05-08T21:39:47.107,85.4,81.9,0.0,15.36955073804197,65.06371051724032,-0.7234318178317725,-0.974200774401653,320,0.01289961279917351,782.1143856096436,87.9,81.9,0.0,18.304520888081704,54.63131245631849,False
2026-05-08T21:39:47.582,87.9,81.9,0.0,18.304520888081704,54.63131245631849,-0.9000264897205978,-0.23068099284828647,288,0.38465950357585676,765.4253039914666,87.1,81.9,0.0,17.686870079254213,56.53911605157028,False
2026-05-08T21:39:48.215,87.1,81.9,0.0,17.686870079254213,56.53911605157028,0.025051242505609528,-0.5343851275860227,448,0.23280743620698863,827.8538694900612,99.3,81.9,0.0,14.868289745316364,67.25723113615057,False
2026-05-08T21:39:48.709,99.3,81.9,0.0,14.868289745316364,67.25723113615057,-0.5777514568874986,-0.3049642865760396,352,0.3475178567119802,731.3554969522721,96.0,81.8,0.0,15.83263993346678,63.160660774342254,False
2026-05-08T21:39:49.095,96.0,81.8,0.0,15.83263993346678,63.160660774342254,-0.9576691474104027,0.2811025998528227,256,0.6405512999264114,725.9163500489141,87.6,81.8,0.0,20.187086661999402,49.53661797481759,False
2026-05-08T21:39:50.036,87.6,81.8,0.0,20.187086661999402,49.53661797481759,0.8774441955720764,-0.06864749158343408,608,0.46567625420828296,828.1621909090155,88.5,81.9,0.0,14.932255077994027,66.969121192801,False
2026-05-08T21:39:50.423,88.5,81.9,0.0,14.932255077994027,66.969121192801,-0.8462207758654336,-0.8171644187416951,288,0.09141779062915245,676.2435304609153,87.9,81.9,0.0,17.684855068707634,56.54555811257081,False
2026-05-08T21:39:51.261,87.9,81.9,0.0,17.684855068707634,56.54555811257081,-0.1208800766010496,0.8931370139406023,416,0.9465685069703011,830.0676940414754,93.5,81.9,0.0,16.74263269507306,59.72776314290614,False
2026-05-08T21:39:52.079,93.5,81.9,0.0,16.74263269507306,59.72776314290614,0.6739582714939198,-0.0126837316273396,576,0.4936581341863302,581.3250098218101,82.6,82.0,0.0,12.913370373751611,77.43911705906399,False
2026-05-08T21:39:52.484,82.6,82.0,0.0,12.913370373751611,77.43911705906399,-0.9180952736063777,-0.38068837379030507,256,0.30965581310484747,299.6961037007195,90.9,81.9,0.0,16.26782262009634,61.47104153721575,False
2026-05-08T21:39:53.420,90.9,81.9,0.0,16.26782262009634,61.47104153721575,0.949139671201142,-0.8701100748693695,640,0.06494496256531523,621.5955276298661,86.3,81.9,0.0,11.994949651822857,83.36841996231567,False
2026-05-08T21:39:54.502,86.3,81.9,0.0,11.994949651822857,83.36841996231567,0.7043907179820694,0.35870405510050607,576,0.679352027550253,681.072190173983,100.0,82.0,0.0,9.491143165241116,105.36138614600654,False
2026-05-08T21:39:55.100,100.0,82.0,0.0,9.491143165241116,105.36138614600654,-0.5619543819113815,-0.487573046091345,352,0.2562134769543275,730.0099009095741,100.0,82.3,0.0,11.822271414024158,84.5861142059174,False
2026-05-08T21:39:57.075,100.0,82.3,0.0,11.822271414024158,84.5861142059174,0.9616996769680082,-0.061060763130018625,640,0.4694696184349907,827.6899990826496,100.0,82.2,0.0,8.193390238972341,122.0495998400566,False
2026-05-08T21:39:58.074,100.0,82.2,0.0,8.193390238972341,122.0495998400566,-0.024058692718698094,0.5928279826875327,448,0.7964139913437663,796.2989273317332,100.0,82.6,0.0,8.281703601292554,120.74810306467943,False
2026-05-08T21:40:00.326,100.0,82.6,0.0,8.281703601292554,120.74810306467943,0.3377779112891228,0.7777788752750325,512,0.8888894376375163,457.78196643017344,100.0,84.3,0.0,7.1189979191117505,140.46920807707886,False
2026-05-08T21:40:01.121,100.0,84.3,0.0,7.1189979191117505,140.46920807707886,-0.35264242583673755,-0.15316936139633675,384,0.4234153193018316,676.7065757648036,100.0,83.6,0.0,8.069509816921014,123.92326457092754,False
2026-05-08T21:40:02.348,100.0,83.6,0.0,8.069509816921014,123.92326457092754,0.74855006446039,-0.6326520617534825,576,0.18367396912325873,830.2245409648704,100.0,84.2,0.0,6.8882295180491075,145.17518578318527,False
2026-05-08T21:40:03.702,100.0,84.2,0.0,6.8882295180491075,145.17518578318527,0.7581605050925513,0.650558896274019,608,0.8252794481370095,650.4224838879403,100.0,82.7,0.0,6.35598438438949,157.33204166706787,False
2026-05-08T21:40:04.521,100.0,82.7,0.0,6.35598438438949,157.33204166706787,-0.8371585945139122,0.640943904896843,288,0.8204719524484215,418.5200438180985,100.0,82.5,0.0,8.975904709831322,111.40938237732163,False
2026-05-08T21:40:05.051,100.0,82.5,0.0,8.975904709831322,111.40938237732163,-0.8789771569716269,-0.8648722400536413,288,0.06756387997317936,474.2417603480163,99.3,82.3,0.0,11.77792061420899,84.9046306861324,False
2026-05-08T21:40:05.625,99.3,82.3,0.0,11.77792061420899,84.9046306861324,-0.11946752080176082,-0.42161847288055454,416,0.28919076355972273,609.2784590922545,92.4,82.3,0.0,12.11435204723198,82.546717818762,False
2026-05-08T21:40:06.578,92.4,82.3,0.0,12.11435204723198,82.546717818762,0.5015529667237275,0.8210913143745044,544,0.9105456571872522,712.910423115032,85.2,82.3,0.0,10.658604802930478,93.8209098178647,False
2026-05-08T21:40:07.044,85.2,82.3,0.0,10.658604802930478,93.8209098178647,-0.6312004436422112,-0.44924060251551556,320,0.2753796987422422,710.0534762931469,89.9,82.2,0.0,13.524928595724074,73.937543767599,False
2026-05-08T21:40:07.582,89.9,82.2,0.0,13.524928595724074,73.937543767599,0.2639214793071265,0.9283826229344352,512,0.9641913114672176,0.0,93.0,82.3,0.0,12.529363162128707,0.0,True
